city_name,country,date,latitude,longitude,temp,humidity,cloudiness,wind_speed
Orbetello,IT,1612267674,42.4408,11.2196,53.6,76,40,2.3
Nieuwpoort,BE,1612267674,51.1244,2.7735,51.8,93,75,17.27
Bambanglipuro,ID,1612267401,-7.95,110.2833,79.61,84,99,6.67
Srednekolymsk,RU,1612267675,67.45,153.6833,-23.89,84,94,9.73
Concordia,AR,1612267675,-31.393,-58.0209,70.0,100,75,5.75
Solnechnyy,RU,1612267675,50.7214,136.6319,-18.2,85,100,2.51
Walvis Bay,NA,1612267675,-22.9575,14.5053,75.2,57,37,8.05
Charters Towers,AU,1612267675,-20.1,146.2667,77.07,76,59,12.66
Vágur,FO,1612267676,61.4732,-6.8119,39.6,72,38,26.71
Acapulco de Juárez,MX,1612267676,16.8634,-99.8901,73.99,70,0,3.6
Hirara,JP,1612267676,24.8,125.2833,66.2,68,75,17.27
Fernie,CA,1612267676,49.5,-115.0687,37.4,93,100,8.05
Prado,BR,1612267621,-17.3411,-39.2208,81.64,67,81,3.04
Hobyo,SO,1612267676,5.3505,48.5268,79.45,58,94,23.51
Littleton,US,1612267676,39.6133,-105.0166,37.99,51,20,8.05
Kuito,AO,1612267676,-12.3833,16.9333,71.73,77,76,3.65
Bilma,NE,1612267677,18.6853,12.9164,81.82,14,0,13.15
Bron,FR,1612267677,45.7333,4.9167,53.6,82,90,11.5
Baruun-Urt,MN,1612267677,46.6806,113.2792,-13.74,85,18,9.93
Itupiranga,BR,1612267677,-5.1347,-49.3267,82.4,78,20,3.44
Angoche,MZ,1612267677,-16.2325,39.9086,89.13,56,0,11.65
Prince Rupert,CA,1612267392,54.3161,-130.3201,39.2,80,90,4.61
Ulladulla,AU,1612267585,-35.35,150.4667,66.2,72,25,6.91
Villacarrillo,ES,1612267678,38.1156,-3.0848,51.87,74,59,3.71
Qaqortoq,GL,1612267678,60.7167,-46.0333,24.8,80,75,8.05
Dunedin,NZ,1612267678,-45.8742,170.5036,60.01,90,40,3.0
Santiago del Estero,AR,1612267678,-27.7951,-64.2615,69.51,80,98,9.73
Zárate,AR,1612267678,-34.0981,-59.0286,64.99,79,91,4.0
Aykhal,RU,1612267678,66.0,111.5,-34.35,80,100,12.28
Lakhdenpokh'ya,RU,1612267709,61.5198,30.1992,18.0,95,86,1.57
Vila,PT,1612267709,42.0304,-8.1588,53.01,95,99,9.48
Petauke,ZM,1612267709,-14.2426,31.3253,79.07,68,93,4.76
Waitara,NZ,1612267709,-38.925,174.25,59.0,62,0,8.01
Belogorsk,RU,1612267709,50.9158,128.4611,-26.64,85,99,5.44
Itaituba,BR,1612267568,-4.2761,-55.9836,77.0,100,40,4.05
Salalah,OM,1612267468,17.0151,54.0924,78.8,50,0,8.05
Najrān,SA,1612267710,17.4924,44.1277,80.6,24,0,11.5
Varkaus,FI,1612267710,62.3153,27.873,5.0,92,0,1.14
Key West,US,1612267515,24.5557,-81.7826,62.6,63,75,18.41
Qasigiannguit,GL,1612267710,68.8193,-51.1922,-0.4,85,90,18.41
Kaifeng,CN,1612267519,34.7911,114.3483,42.8,42,0,4.47
Cam Ranh,VN,1612267710,11.9214,109.1591,75.2,73,20,10.36
Ruwi,OM,1612267710,23.5996,58.5507,75.2,60,0,10.36
Ambulu,ID,1612267711,-8.345,113.6058,79.14,85,100,7.4
Plettenberg Bay,ZA,1612267711,-34.0527,23.3716,74.08,52,15,9.26
Usinsk,RU,1612267711,65.9939,57.5281,15.39,96,100,15.9
Rocha,UY,1612267711,-34.4833,-54.3333,75.42,73,0,4.54
Dubbo,AU,1612267711,-32.25,148.6167,68.0,56,0,9.22
Mweka,CD,1612267711,-4.85,21.5667,91.27,41,30,3.24
San Cristobal,VE,1612267712,7.7669,-72.225,82.4,47,40,25.32
Hadejia,NG,1612267712,12.4498,10.0444,92.07,10,0,7.63
Patiya,BD,1612267712,22.2931,91.9762,65.08,55,0,6.02
Comodoro Rivadavia,AR,1612267712,-45.8667,-67.5,66.2,52,0,2.3
Cabra,ES,1612267712,37.4725,-4.4421,60.01,82,90,4.45
Dagda,LV,1612267712,56.0951,27.5372,22.64,97,100,9.15
Marion,US,1612267712,39.7684,-86.1555,24.01,86,1,8.05
Mina,MX,1612267713,26.0011,-100.5299,50.0,66,75,3.49
Bulgan,MN,1612267713,48.8125,103.5347,1.83,85,96,3.22
Acaraú,BR,1612267713,-2.8856,-40.12,83.88,65,94,16.6
Moranbah,AU,1612267575,-22.0016,148.0466,78.03,62,68,7.27
São Filipe,CV,1612267713,14.8961,-24.4956,75.25,67,5,7.76
Al Bardīyah,LY,1612267714,31.7561,25.0865,62.69,69,100,9.48
Talnakh,RU,1612267714,69.4865,88.3972,-13.47,84,94,7.76
Terra Nova,BR,1612267714,-12.3667,-40.6667,73.51,81,85,4.41
Plácido de Castro,BR,1612267714,-10.3353,-67.1856,75.58,91,98,3.0
Soverato Marina,IT,1612267714,38.685,16.5499,60.8,72,72,4.61
Juegang,CN,1612267714,32.3174,121.1855,42.01,70,0,9.28
Golynki,RU,1612267714,54.8696,31.3861,20.77,97,99,6.42
Bull Savanna,JM,1612267715,17.8868,-77.5902,70.92,83,0,6.67
Flinders,AU,1612267715,-34.5833,150.8552,66.0,81,22,1.01
Watsa,CD,1612267715,3.0372,29.5355,98.2,13,18,8.86
Arrondissement de Brive-la-Gaillarde,FR,1612267715,45.25,1.5,54.0,82,100,3.71
Salinópolis,BR,1612267715,-0.6136,-47.3561,81.59,80,46,11.07
Gopālpur,IN,1612267715,19.2667,84.9167,73.4,50,0,7.63
Celestún,MX,1612267716,20.8667,-90.4,66.83,65,57,11.18
Litovko,RU,1612267716,49.2361,135.1742,-20.18,79,13,8.28
Camaná,PE,1612267716,-16.6228,-72.7111,69.69,77,100,6.38
Turukhansk,RU,1612267716,65.8167,87.9833,-3.59,88,100,14.18
Basco,PH,1612267716,20.4487,121.9702,73.06,75,13,25.61
Xingcheng,CN,1612267747,40.6167,120.7167,15.21,77,0,8.34
Alta Floresta,BR,1612267747,-9.8756,-56.0861,76.86,90,31,2.57
Koslan,RU,1612267747,63.4564,48.8989,16.0,96,100,7.11
San Quintín,MX,1612267747,30.4833,-115.95,61.7,64,100,8.28
Varanasi,IN,1612267747,25.3333,83.0,73.4,49,0,3.44
Camacha,PT,1612267747,33.0833,-16.3333,62.6,72,75,6.91
Hay River,CA,1612267748,60.8156,-115.7999,-11.2,77,100,13.8
Yumen,CN,1612267748,40.2833,97.2,28.87,66,9,17.85
Dixon,US,1612267611,38.4455,-121.8233,54.0,94,90,8.05
Kashgar,CN,1612267748,39.4547,75.9797,41.0,26,0,8.95
Sobolevo,RU,1612267748,54.4299,31.8996,19.94,96,97,5.46
Tacoronte,ES,1612267532,28.4769,-16.4102,66.99,77,20,5.75
Tura,IN,1612267749,25.5198,90.2201,61.27,53,10,2.64
Hambantota,LK,1612267749,6.1241,81.1185,86.0,74,40,12.66
Amazar,RU,1612267749,53.858,120.875,-26.12,78,4,4.16
Nuuk,GL,1612267749,64.1835,-51.7216,10.4,56,75,11.5
Zhangaözen,KZ,1612267749,43.3,52.8,54.32,46,17,20.15
Los Llanos de Aridane,ES,1612267749,28.6585,-17.9182,68.0,73,75,4.61
Kamenka,RU,1612267749,51.3223,42.7678,33.01,96,100,6.71
Sambava,MG,1612267750,-14.2667,50.1667,86.07,66,100,17.6
La Fria,VE,1612267750,8.2203,-72.2439,82.4,47,40,25.32
Warmbad,NA,1612267750,-28.45,18.7333,94.37,12,0,2.68
Saint-François,FR,1612267750,46.4154,3.9054,55.99,82,75,12.66
Nizhniy Odes,RU,1612267750,63.6445,54.856,15.58,96,100,9.06
Port Lincoln,AU,1612267751,-34.7333,135.8667,62.55,71,0,14.72
Kaspiysk,RU,1612267751,42.8816,47.6392,42.8,81,75,8.95
Kjøllefjord,NO,1612267751,70.9457,27.3465,26.6,68,75,13.8
Beloha,MG,1612267625,-25.1667,45.05,97.25,36,10,14.72
Samarai,PG,1612267751,-10.6167,150.6667,82.24,79,85,15.86
Mackay,AU,1612267751,-21.15,149.2,78.8,73,0,5.75
Nizhniy Kuranakh,RU,1612267752,58.8353,125.4869,-29.13,81,100,8.63
Lavrentiya,RU,1612267752,65.5833,-171.0,4.26,90,100,23.67
İskilip,TR,1612267752,40.7353,34.4739,52.09,45,1,4.25
Zelënyy Bor,RU,1612267752,53.6667,91.6667,-5.8,65,54,2.24
Mpanda,TZ,1612267752,-6.3655,31.0409,79.65,67,99,5.17
Zvishavane,ZW,1612267752,-20.3267,30.0665,70.43,85,100,12.53
Jalu,LY,1612267752,29.0331,21.5482,70.5,28,50,10.94
Tchibanga,GA,1612267753,-2.85,11.0333,84.2,70,75,3.74
Luanda,AO,1612267526,-8.8368,13.2343,86.0,62,75,11.5
Sakon Nakhon,TH,1612267753,17.1612,104.1472,82.4,51,0,4.61
Hualmay,PE,1612267753,-11.0964,-77.6139,68.9,83,99,5.35
Pangai,TO,1612267753,-19.8,-174.35,81.12,83,100,24.83
Uglegorsk,RU,1612267753,49.0833,142.0333,-6.47,91,100,9.15
Tāndā,IN,1612267753,26.55,82.65,63.82,45,0,2.13
Rassvet,RU,1612267753,46.8333,40.75,55.0,55,99,10.67
Black River,JM,1612267754,18.0264,-77.8487,79.0,88,75,11.5
Praia,CV,1612267754,14.9215,-23.5087,78.8,47,20,20.71
Nushki,PK,1612267754,29.5542,66.0215,65.98,23,0,8.37
Martapura,ID,1612267727,-3.4167,114.85,82.4,83,75,9.22
Christchurch,NZ,1612267607,-43.5333,172.6333,60.01,88,75,17.27
Kaeo,NZ,1612267784,-35.1,173.7833,63.0,86,30,1.01
Chubbuck,US,1612267555,42.9208,-112.4661,27.0,80,75,5.66
Boden,SE,1612267785,65.8252,21.6886,-2.2,92,20,4.61
Karasburg,NA,1612267785,-28.0167,18.75,91.98,11,0,5.59
Lagos,NG,1612267541,6.5833,3.75,80.6,89,75,12.66
Beringovskiy,RU,1612267785,63.05,179.3167,18.64,97,100,11.72
Yangi Marg`ilon,UZ,1612267785,40.4272,71.7189,55.4,41,99,4.61
Linxi,CN,1612267785,39.7,118.4333,23.32,72,0,4.9
Howard Springs,AU,1612267785,-12.497,131.047,80.6,89,75,6.91
Hofn,IS,1612267786,64.2539,-15.2082,33.46,89,100,12.62
Panguna,PG,1612267786,-6.3164,155.4848,71.38,98,100,1.61
Vostok,RU,1612267786,46.4856,135.8833,-18.81,88,100,10.38
Saint-Pierre,RE,1612267220,-21.3393,55.4781,86.0,70,90,18.41
Bathsheba,BB,1612267786,13.2167,-59.5167,80.6,54,20,21.85
Altoona,US,1612267786,40.5187,-78.3947,26.01,87,100,8.19
San Policarpo,PH,1612267786,12.1791,125.5072,79.88,83,99,13.87
Okha,RU,1612267787,53.5739,142.9478,-24.11,84,100,15.99
Nome,US,1612267787,64.5011,-165.4064,8.6,61,1,17.27
Kushmurun,KZ,1612267787,52.4503,64.6311,27.18,97,100,14.88
Dalvik,IS,1612267787,65.9702,-18.5286,15.8,67,0,5.75
Calvinia,ZA,1612267787,-31.4707,19.776,90.5,14,0,7.58
Praia da Vitória,PT,1612267787,38.7333,-27.0667,55.99,87,40,29.86
Port Hardy,CA,1612267788,50.6996,-127.4199,42.8,100,75,5.75
Santa Isabel Rio Negro,BR,1612267788,-0.4139,-65.0192,73.78,98,100,1.05
Bubaque,GW,1612267788,11.2833,-15.8333,78.66,62,26,5.28
Giza,EG,1612267788,30.0081,31.2109,81.0,16,2,9.22
Marabá,BR,1612267788,-5.3686,-49.1178,82.4,78,20,3.44
Xai-Xai,MZ,1612267788,-25.0519,33.6442,79.23,85,94,15.12
Arlit,NE,1612267783,18.7369,7.3853,85.78,10,0,4.12
Amapala,HN,1612267789,13.2922,-87.6539,76.68,59,0,9.46
Saskylakh,RU,1612267789,71.9167,114.0833,-22.58,85,100,15.19
Khandyga,RU,1612267789,62.6667,135.6,-47.52,77,100,2.15
Maiduguri,NG,1612267791,11.8464,13.1603,94.98,10,0,9.19
Quang Ngai,VN,1612267791,15.1167,108.8,69.42,88,60,5.66
Northam,GB,1612267791,51.0333,-4.2167,55.99,86,13,15.01
Kodīnar,IN,1612267791,20.7903,70.7031,80.56,42,0,5.82
Saint Anthony,US,1612267792,45.0205,-93.218,21.2,86,90,3.44
Merrill,US,1612267792,45.1805,-89.6835,21.2,86,90,5.79
Sabang,ID,1612267792,5.8933,95.3214,81.88,78,92,22.3
Sekoma,BW,1612267792,-24.4,23.8833,68.58,87,100,15.43
Manuk Mangkaw,PH,1612267792,4.8,119.85,81.59,82,49,11.88
Arona,ES,1612267793,28.0996,-16.681,68.0,73,20,11.5
Melville,US,1612267793,40.7934,-73.4151,35.6,80,90,23.02
Ponazyrevo,RU,1612267793,58.3578,46.3142,19.8,97,85,6.13
Kumul,CN,1612267793,42.8,93.45,27.7,79,55,4.59
Benghazi,LY,1612267793,32.1167,20.0667,63.84,55,4,13.98
Abu Samrah,SY,1612267794,35.3029,37.1841,64.18,41,49,11.99
Puerto Rondón,CO,1612267794,6.2805,-71.1,75.45,65,92,6.91
Chas,IN,1612267794,23.6333,86.1667,70.5,23,0,9.04
Aranos,NA,1612267794,-24.1333,19.1167,90.68,17,1,12.86
Tsumeb,NA,1612267824,-19.2333,17.7167,78.8,53,17,4.61
Santa Cruz de La Palma,ES,1612267824,28.6835,-17.7642,68.0,73,75,4.61
Shellbrook,CA,1612267741,53.2168,-106.4011,14.0,92,90,8.05
